    93/299     1.84G   0.05566    0.1531   0.01588    0.2246       162       416    0.5362    0.5542    0.4946    0.2057   0.05278    0.1226   0.01626
    94/299     1.84G   0.05598    0.1522   0.01601    0.2242       180       416    0.5319    0.5625    0.5054    0.2086   0.05286     0.123   0.01609
    95/299     1.84G   0.05566    0.1522     0.016    0.2239       191       416    0.5463    0.5519    0.4994     0.206   0.05298    0.1242    0.0162
    96/299     1.84G   0.05572    0.1541   0.01571    0.2255       203       416    0.5701    0.5248    0.4981     0.207    0.0526    0.1231   0.01608
    97/299     1.84G    0.0556    0.1531   0.01573    0.2244       221       416    0.5584    0.5373    0.4989     0.205   0.05272     0.123   0.01636
    98/299     1.84G   0.05552    0.1513    0.0156    0.2224       163       416    0.5651    0.5355    0.5022    0.2098   0.05253    0.1215   0.01607
    99/299     1.84G   0.05566    0.1525    0.0157    0.2239       224       416    0.5341    0.5722    0.5044    0.2103   0.05262    0.1218   0.01622
   100/299     1.84G   0.05587     0.154   0.01587    0.2258       173       416    0.5381    0.5563    0.4973    0.2069   0.05251    0.1215   0.01631
   101/299     1.84G   0.05551      0.15   0.01568    0.2212       227       416    0.5222    0.5705    0.4976    0.2066   0.05265    0.1232   0.01632
   102/299     1.84G    0.0554    0.1536    0.0156    0.2246       183       416    0.5376    0.5498    0.4983    0.2081   0.05262    0.1228   0.01629
   103/299     1.84G   0.05528    0.1507    0.0156    0.2216       289       416    0.5466    0.5561    0.5007    0.2084   0.05259    0.1227   0.01616
   104/299     1.84G   0.05587     0.153    0.0152    0.2241       150       416    0.5539    0.5461    0.4982    0.2083   0.05226    0.1233   0.01587
   105/299     1.84G    0.0554    0.1505    0.0154    0.2213       188       416    0.5619    0.5366    0.5019    0.2073   0.05252    0.1227   0.01587
   106/299     1.84G   0.05509     0.152   0.01537    0.2225       173       416    0.5519    0.5492    0.5031    0.2114   0.05238    0.1213   0.01622
   107/299     1.84G   0.05494    0.1521    0.0152    0.2222       159       416    0.5527    0.5533    0.5081    0.2127   0.05229    0.1223   0.01624
   108/299     1.84G   0.05511    0.1504   0.01538    0.2209       200       416    0.5604    0.5393    0.4998    0.2071   0.05241    0.1226   0.01621
   109/299     1.84G   0.05504    0.1519   0.01512     0.222       175       416    0.5266     0.576    0.5053    0.2129   0.05218    0.1232   0.01589
   110/299     1.84G   0.05539    0.1502    0.0154     0.221       191       416    0.5274    0.5628     0.499    0.2098   0.05211    0.1224   0.01622
   111/299     1.84G   0.05446    0.1507   0.01518    0.2203       171       416    0.5469    0.5653    0.5068    0.2145   0.05202    0.1229   0.01591
   112/299     1.84G   0.05505    0.1509   0.01521    0.2212       185       416    0.5438    0.5499    0.4985    0.2102   0.05212    0.1225   0.01609
   113/299     1.84G   0.05488    0.1511    0.0152    0.2211       202       416    0.5535    0.5473    0.5007    0.2104   0.05221     0.123   0.01605
   114/299     1.84G   0.05508    0.1498   0.01508    0.2199       263       416    0.5415    0.5646    0.5025    0.2125   0.05186     0.122   0.01606
   115/299     1.84G   0.05439    0.1491   0.01495    0.2184       129       416    0.5451    0.5534       0.5    0.2112   0.05202    0.1224   0.01589
   116/299     1.84G   0.05403    0.1501   0.01482     0.219       162       416    0.5314    0.5728     0.507    0.2147    0.0521    0.1223   0.01592
   117/299     1.84G   0.05431    0.1517   0.01481    0.2208       129       416    0.5802    0.5248    0.5017     0.212   0.05194    0.1226   0.01604
   118/299     1.84G   0.05446    0.1507   0.01515    0.2203       161       416    0.5326    0.5662    0.5046    0.2103   0.05213    0.1231   0.01594
   119/299     1.84G    0.0542    0.1499   0.01468    0.2188       217       416    0.5411    0.5554    0.5034    0.2105   0.05228    0.1227     0.016
   120/299     1.84G   0.05412    0.1504   0.01488    0.2194       177       416    0.5416    0.5611     0.502    0.2103   0.05199     0.122   0.01591
   121/299     1.84G    0.0544    0.1494   0.01466    0.2185       113       416    0.5527    0.5462    0.5038    0.2121   0.05209    0.1224   0.01607
   122/299     1.84G   0.05435    0.1487   0.01489     0.218       204       416    0.5356    0.5708    0.5084    0.2151   0.05182    0.1219   0.01582
   123/299     1.84G   0.05443    0.1526   0.01475    0.2217       110       416    0.5488    0.5619    0.5126    0.2168   0.05201    0.1223   0.01618
   124/299     1.84G   0.05427      0.15   0.01507    0.2194       207       416    0.5473    0.5478    0.5027    0.2136   0.05184    0.1225   0.01642
   125/299     1.84G   0.05416    0.1491   0.01454    0.2178       201       416    0.5496    0.5544    0.5089    0.2111   0.05184    0.1223   0.01605
   126/299     1.84G   0.05413    0.1485   0.01443     0.217       133       416    0.5367    0.5751     0.506    0.2124   0.05193     0.122   0.01606
   127/299     1.84G   0.05379    0.1495   0.01451    0.2178       254       416    0.5809    0.5355     0.509    0.2152   0.05185    0.1224   0.01594
   128/299     1.84G   0.05412    0.1509   0.01457    0.2196       174       416    0.5559    0.5526    0.5123    0.2173   0.05161    0.1217   0.01597
   129/299     1.84G   0.05371    0.1492   0.01436    0.2173       166       416    0.5563    0.5685    0.5189    0.2188   0.05164    0.1218   0.01585
   130/299     1.84G   0.05376    0.1504    0.0145    0.2186       210       416    0.5572    0.5481     0.514    0.2187   0.05146     0.122   0.01607
   131/299     1.84G   0.05357    0.1479   0.01439    0.2159       218       416    0.5438    0.5592     0.508    0.2164   0.05165    0.1228   0.01642
   132/299     1.84G   0.05417     0.148   0.01467    0.2168       250       416    0.5457    0.5677    0.5104    0.2181   0.05152    0.1223   0.01617
   133/299     1.84G   0.05381    0.1489   0.01469    0.2174       132       416    0.5441    0.5563    0.5059    0.2151   0.05165    0.1232   0.01619
   134/299     1.84G   0.05376    0.1504   0.01394    0.2181       158       416    0.5456    0.5622    0.5072    0.2143   0.05169    0.1225    0.0163
   135/299     1.84G   0.05403    0.1509    0.0142    0.2191       222       416    0.5466    0.5654    0.5107    0.2163   0.05155    0.1227   0.01621
   136/299     1.84G     0.054    0.1492   0.01452    0.2177       158       416    0.5333    0.5693    0.5084    0.2152   0.05155    0.1237   0.01591
   137/299     1.84G   0.05342    0.1472   0.01406    0.2147       213       416    0.5617    0.5389     0.506    0.2122   0.05173    0.1232   0.01618
   138/299     1.84G   0.05375    0.1497   0.01448    0.2179       199       416     0.541     0.557    0.5091    0.2139   0.05164    0.1225   0.01599
   139/299     1.84G   0.05322    0.1475    0.0143     0.215       155       416    0.5469    0.5582    0.5124    0.2161   0.05146    0.1227   0.01595
   140/299     1.84G   0.05363    0.1492   0.01436    0.2172       164       416    0.5579    0.5547     0.513    0.2181    0.0513    0.1225   0.01593
   141/299     1.84G   0.05333    0.1458   0.01415    0.2133        86       416    0.5357    0.5644    0.5089    0.2144   0.05158    0.1234   0.01599
   142/299     1.84G   0.05345    0.1476   0.01409    0.2151       187       416     0.557    0.5419     0.507    0.2137   0.05154    0.1227   0.01614
   143/299     1.84G   0.05305    0.1477   0.01383    0.2146       183       416    0.5234    0.5756    0.5077    0.2138   0.05159    0.1226   0.01623
   144/299     1.84G   0.05317    0.1476   0.01415    0.2149       150       416     0.549    0.5512    0.5055    0.2145   0.05153    0.1239   0.01622
   145/299     1.84G   0.05338    0.1487    0.0143    0.2164       307       416    0.5506    0.5515    0.5068    0.2148   0.05141     0.123   0.01607
   146/299     1.84G   0.05332    0.1487   0.01423    0.2162       214       416    0.5306    0.5643    0.5059    0.2147   0.05137    0.1232   0.01672
   147/299     1.84G   0.05327    0.1468   0.01385    0.2139       296       416    0.5597    0.5367    0.5055    0.2149   0.05142    0.1237   0.01671
   148/299     1.84G   0.05302    0.1482    0.0138     0.215       124       416    0.5335    0.5646    0.5096    0.2176   0.05133     0.122   0.01635
   149/299     1.84G   0.05318    0.1495   0.01368    0.2163       223       416    0.5224    0.5811    0.5114    0.2172   0.05145     0.123   0.01623
   150/299     1.84G   0.05293    0.1468   0.01382    0.2136       207       416    0.5686    0.5302    0.5079    0.2171   0.05123    0.1219   0.01608
   151/299     1.84G   0.05273    0.1455   0.01384    0.2121       192       416     0.521    0.5737     0.511    0.2166   0.05126    0.1225   0.01606
   152/299     1.84G   0.05253    0.1472   0.01356    0.2133       286       416    0.5547    0.5493    0.5133    0.2178   0.05123    0.1233   0.01618
   153/299     1.84G   0.05284     0.146   0.01412     0.213       262       416    0.5277    0.5831    0.5131    0.2188   0.05117    0.1226   0.01623
   154/299     1.84G   0.05278    0.1478   0.01353    0.2141       113       416    0.5397    0.5655    0.5136    0.2202   0.05097     0.122   0.01615
   155/299     1.84G   0.05292    0.1475   0.01347    0.2139       198       416    0.5239    0.5832    0.5121    0.2182   0.05122    0.1229   0.01615
   156/299     1.84G   0.05238    0.1467   0.01367    0.2127       182       416    0.5457    0.5718    0.5138    0.2183   0.05119    0.1224   0.01618
   157/299     1.84G    0.0524    0.1487   0.01335    0.2145       191       416    0.5694    0.5468    0.5165    0.2203   0.05101    0.1228   0.01616
   158/299     1.84G   0.05255    0.1487   0.01339    0.2147       112       416    0.5369     0.572    0.5165      0.22   0.05101    0.1221   0.01629
   159/299     1.84G   0.05227    0.1481   0.01363     0.214       214       416    0.5534    0.5576    0.5192    0.2215   0.05084    0.1226   0.01593
   160/299     1.84G    0.0524    0.1447   0.01373    0.2108       192       416    0.5522    0.5644    0.5178     0.222   0.05083    0.1217   0.01591
   161/299     1.84G   0.05227    0.1449   0.01352    0.2106       179       416    0.5345    0.5836     0.519    0.2226   0.05081    0.1218   0.01623
   162/299     1.84G   0.05265    0.1477   0.01371    0.2141       116       416    0.5529     0.563    0.5193    0.2221   0.05086    0.1215   0.01612
   163/299     1.84G   0.05229    0.1469   0.01338    0.2125       201       416    0.5412    0.5704    0.5182     0.221   0.05093    0.1221   0.01594
   164/299     1.84G   0.05231    0.1447   0.01337    0.2104       166       416    0.5288    0.5891      0.52    0.2213   0.05093    0.1221   0.01585
   165/299     1.84G   0.05266    0.1476   0.01367    0.2139       325       416     0.549      0.56    0.5166    0.2201   0.05091    0.1219   0.01622
   166/299     1.84G   0.05203     0.145   0.01321    0.2102       115       416     0.529     0.577    0.5136    0.2187   0.05107    0.1223   0.01628
   167/299     1.84G   0.05263    0.1473   0.01336    0.2133       173       416    0.5071    0.6062    0.5194    0.2203   0.05086    0.1222   0.01618
   168/299     1.84G    0.0522    0.1449   0.01338    0.2105       130       416    0.5506    0.5583    0.5193    0.2211   0.05088    0.1224   0.01611
   169/299     1.84G   0.05239     0.147   0.01345    0.2129       195       416    0.5518    0.5484    0.5156    0.2187   0.05092    0.1226   0.01631
   170/299     1.84G   0.05188    0.1469   0.01332    0.2121       145       416    0.5363    0.5687    0.5139    0.2199   0.05102    0.1227   0.01634
   171/299     1.84G   0.05192    0.1432    0.0132    0.2083       198       416    0.5403    0.5645    0.5172    0.2196   0.05104    0.1223   0.01628
   172/299     1.84G   0.05175    0.1453   0.01336    0.2105       158       416    0.5552    0.5584    0.5203    0.2206   0.05083    0.1223   0.01618
   173/299     1.84G   0.05163    0.1444   0.01295    0.2089       196       416    0.5429    0.5704    0.5215    0.2234   0.05067     0.122   0.01609
   174/299     1.84G   0.05206    0.1453   0.01303    0.2104       183       416     0.545      0.56    0.5153    0.2199   0.05072    0.1222   0.01618
   175/299     1.84G   0.05201    0.1465   0.01293    0.2115       260       416    0.5301    0.5776    0.5131    0.2172   0.05086    0.1223   0.01615
   176/299     1.84G   0.05187    0.1461   0.01305     0.211       201       416    0.5382    0.5751     0.513    0.2157   0.05104    0.1226   0.01625
   177/299     1.84G   0.05196    0.1442   0.01326    0.2094       272       416    0.5435    0.5657    0.5125    0.2169   0.05097    0.1223   0.01614
   178/299     1.84G   0.05162    0.1444   0.01285    0.2089       187       416    0.5371    0.5693    0.5153    0.2204    0.0508    0.1221   0.01634
   179/299     1.84G   0.05181    0.1457   0.01338    0.2109       278       416    0.5359    0.5671    0.5147      0.22   0.05082    0.1221   0.01619
   180/299     1.84G   0.05153    0.1445   0.01252    0.2086       232       416    0.5687    0.5364     0.513    0.2198   0.05088    0.1227   0.01633
   181/299     1.84G   0.05211    0.1453   0.01277    0.2102       117       416    0.5689    0.5297     0.512    0.2197   0.05087    0.1226   0.01641
   182/299     1.84G   0.05123    0.1425   0.01263    0.2064       231       416    0.5553    0.5522    0.5138    0.2203   0.05093    0.1222   0.01612
   183/299     1.84G   0.05142    0.1473   0.01281    0.2116       139       416    0.5249    0.5854    0.5141    0.2193   0.05088    0.1224   0.01611
   184/299     1.84G   0.05144    0.1434   0.01278    0.2077       171       416    0.5159    0.5938    0.5144    0.2186   0.05086    0.1222   0.01635
   185/299     1.84G   0.05154     0.146   0.01272    0.2102       178       416    0.5387    0.5626    0.5122    0.2175   0.05092    0.1224   0.01654
   186/299     1.84G   0.05121    0.1435   0.01279    0.2075       211       416     0.552    0.5526    0.5125    0.2179    0.0509    0.1229   0.01667
   187/299     1.84G   0.05121    0.1454    0.0127    0.2093       152       416    0.5351    0.5769    0.5163    0.2187   0.05084    0.1232   0.01673
   188/299     1.84G   0.05131    0.1448   0.01271    0.2088       208       416    0.5304    0.5781    0.5144    0.2193   0.05081    0.1227   0.01642
   189/299     1.84G   0.05128    0.1457   0.01252    0.2095       127       416    0.5479    0.5571    0.5136    0.2197   0.05071    0.1227   0.01636
   190/299     1.84G   0.05109    0.1426   0.01258    0.2063       236       416    0.5515    0.5506     0.514    0.2203   0.05072    0.1228   0.01655
   191/299     1.84G   0.05122    0.1446   0.01254    0.2083       157       416    0.5355    0.5673    0.5138    0.2204   0.05072    0.1229   0.01659
   192/299     1.84G   0.05125    0.1433   0.01242     0.207       188       416    0.5413    0.5708    0.5175    0.2221   0.05062    0.1227   0.01637
   193/299     1.84G   0.05058    0.1432   0.01234    0.2061       195       416    0.5518    0.5645    0.5195    0.2238   0.05054    0.1227   0.01645
   194/299     1.84G   0.05076    0.1427   0.01258     0.206       235       416    0.5482    0.5599    0.5181    0.2251   0.05058    0.1224    0.0165
   195/299     1.84G   0.05082    0.1424   0.01247    0.2057       120       416    0.5364    0.5725    0.5175    0.2239   0.05057    0.1223   0.01668
   196/299     1.84G   0.05094    0.1423   0.01239    0.2056       163       416    0.5328    0.5722     0.515    0.2226   0.05061    0.1228   0.01664
   197/299     1.84G   0.05071     0.142    0.0123     0.205       130       416    0.5403    0.5692    0.5147    0.2226   0.05064    0.1229   0.01657
   198/299     1.84G   0.05093    0.1444   0.01241    0.2078       178       416    0.5479    0.5564    0.5157    0.2208   0.05069    0.1229   0.01678
   199/299     1.84G   0.05056    0.1419   0.01241    0.2049       195       416     0.513    0.5902    0.5144    0.2207   0.05075    0.1232   0.01688
   200/299     1.84G   0.05115    0.1435   0.01278    0.2074       318       416     0.531    0.5708    0.5157    0.2213    0.0507    0.1234   0.01659
   201/299     1.84G   0.05058    0.1413   0.01226    0.2041       114       416    0.5475    0.5599    0.5194    0.2224   0.05068    0.1232   0.01653
   202/299     1.84G   0.05042    0.1412   0.01213    0.2037       200       416    0.5522    0.5563    0.5177    0.2231   0.05059    0.1232   0.01645
   203/299     1.84G   0.05045     0.141   0.01227    0.2038       203       416    0.5498    0.5599    0.5171    0.2227   0.05064    0.1232   0.01661
   204/299     1.84G   0.05053    0.1436   0.01216    0.2063       252       416    0.5391    0.5687     0.518    0.2228   0.05054    0.1232   0.01677
