   205/299     1.84G   0.05074    0.1433   0.01236    0.2064       170       416    0.5318    0.5672     0.515    0.2217   0.05056    0.1232   0.01682
   206/299     1.84G   0.05064    0.1435   0.01226    0.2064       166       416    0.5231    0.5818    0.5161    0.2217   0.05065    0.1233   0.01679
   207/299     1.84G   0.05032    0.1417   0.01202     0.204       291       416    0.5382    0.5626    0.5172    0.2219   0.05075    0.1232   0.01684
   208/299     1.84G   0.05018    0.1401   0.01193    0.2022       157       416    0.5406    0.5663      0.52    0.2219    0.0507    0.1232   0.01659
   209/299     1.84G   0.05052    0.1433   0.01228    0.2061       151       416    0.5564    0.5537    0.5193    0.2218    0.0507    0.1236   0.01668
   210/299     1.84G   0.05003     0.141   0.01182    0.2029       129       416    0.5596    0.5495    0.5177    0.2228   0.05067    0.1237   0.01674
   211/299     1.84G   0.05044    0.1428   0.01208    0.2053       117       416    0.5326    0.5801    0.5198    0.2236   0.05059    0.1231   0.01666
   212/299     1.84G   0.05043     0.142   0.01209    0.2045       143       416     0.538    0.5699    0.5177    0.2234   0.05053    0.1231   0.01664
   213/299     1.84G    0.0499    0.1405   0.01191    0.2023       139       416    0.5471    0.5616    0.5184    0.2235   0.05049     0.123   0.01662
   214/299     1.84G   0.05035    0.1413   0.01214    0.2038       196       416    0.5319    0.5756    0.5163    0.2223    0.0505    0.1234   0.01669
   215/299     1.84G   0.05021    0.1418   0.01194     0.204       138       416    0.5192    0.5878    0.5166     0.223   0.05046    0.1233   0.01677
   216/299     1.84G   0.05048     0.144     0.012    0.2065       205       416    0.5372    0.5658    0.5181     0.224   0.05043    0.1233   0.01666
   217/299     1.84G   0.04991    0.1414    0.0117     0.203       194       416    0.5433    0.5607    0.5182    0.2239    0.0505    0.1233    0.0167
   218/299     1.84G   0.05054    0.1414   0.01188    0.2038       212       416    0.5472    0.5572    0.5174    0.2237   0.05046    0.1235    0.0167
   219/299     1.84G   0.05006    0.1422   0.01173    0.2039       260       416    0.5415    0.5621    0.5174    0.2246   0.05039    0.1237   0.01673
   220/299     1.84G    0.0499    0.1403     0.012    0.2022       144       416     0.542    0.5616    0.5185    0.2259    0.0504    0.1235   0.01667
   221/299     1.84G   0.05018    0.1398   0.01194     0.202       133       416    0.5406    0.5621    0.5175    0.2253   0.05037    0.1234   0.01672
   222/299     1.84G   0.04996    0.1391   0.01173    0.2008       303       416    0.5398      0.56    0.5167    0.2246    0.0504    0.1236    0.0169
   223/299     1.84G   0.04998    0.1408   0.01167    0.2025       181       416    0.5622    0.5391    0.5181    0.2263   0.05032    0.1231   0.01694
   224/299     1.84G   0.04978    0.1389   0.01177    0.2004       187       416    0.5346    0.5738    0.5192    0.2255   0.05033    0.1232   0.01695
   225/299     1.84G   0.05008    0.1411   0.01159    0.2027       200       416    0.5577     0.547     0.517     0.224   0.05039    0.1236   0.01686
   226/299     1.84G   0.04968    0.1398    0.0114    0.2009       180       416    0.5275    0.5831    0.5188    0.2244   0.05033    0.1237   0.01675
   227/299     1.84G   0.04953    0.1407   0.01139    0.2017       272       416    0.5312    0.5812    0.5175    0.2242   0.05038    0.1239   0.01674
   228/299     1.84G   0.04988    0.1424   0.01144    0.2037       139       416     0.542    0.5705    0.5175    0.2248   0.05042    0.1241   0.01678
   229/299     1.84G   0.04983    0.1411   0.01132    0.2023       177       416    0.5222    0.5904    0.5169    0.2241    0.0504    0.1239   0.01687
   230/299     1.84G   0.04981    0.1405   0.01151    0.2018       144       416     0.532    0.5751    0.5162    0.2237   0.05048    0.1238   0.01694
   231/299     1.84G   0.04977    0.1406   0.01133    0.2017       150       416    0.5346     0.569    0.5149    0.2224   0.05047    0.1238   0.01704
   232/299     1.84G   0.04942    0.1392    0.0115    0.2002        92       416    0.5295    0.5767    0.5157    0.2233   0.05045    0.1238   0.01726
   233/299     1.84G   0.04978    0.1413    0.0113    0.2024       176       416    0.5455    0.5577    0.5153    0.2233   0.05039    0.1236   0.01733
   234/299     1.84G    0.0493    0.1394   0.01116    0.1999       131       416    0.5398    0.5641    0.5148    0.2237   0.05039    0.1236   0.01735
   235/299     1.84G   0.04952    0.1403   0.01122     0.201       252       416    0.5553    0.5482    0.5153    0.2242   0.05044    0.1236   0.01733
   236/299     1.84G    0.0493    0.1381   0.01144    0.1989       186       416    0.5546     0.546    0.5148    0.2233   0.05047    0.1238    0.0173
   237/299     1.84G   0.04936    0.1403   0.01155    0.2012       130       416    0.5404    0.5609    0.5141    0.2225   0.05047    0.1239   0.01732
   238/299     1.84G   0.04946    0.1379   0.01109    0.1985       129       416    0.5506    0.5466     0.513     0.222   0.05048     0.124   0.01741
   239/299     1.84G   0.04888    0.1369   0.01118    0.1969       193       416    0.5333    0.5643    0.5135    0.2228   0.05044     0.124   0.01731
   240/299     1.84G    0.0495    0.1414   0.01123    0.2021       287       416     0.528    0.5728    0.5143    0.2232   0.05042     0.124   0.01725
   241/299     1.84G   0.04908    0.1401   0.01115    0.2003       235       416    0.5363    0.5651    0.5148    0.2235   0.05046    0.1239   0.01719
   242/299     1.84G   0.04933    0.1389   0.01114    0.1994       169       416    0.5585    0.5444    0.5162     0.224   0.05043    0.1238   0.01723
   243/299     1.84G     0.049    0.1384   0.01123    0.1986       204       416    0.5641    0.5378    0.5163    0.2244   0.05043    0.1237   0.01722
   244/299     1.84G    0.0496    0.1403   0.01117    0.2011       157       416    0.5551    0.5484     0.517    0.2231   0.05044    0.1237   0.01721
   245/299     1.84G   0.04945      0.14   0.01105    0.2005       133       416    0.5441    0.5574    0.5166    0.2227   0.05044    0.1236    0.0171
   246/299     1.84G   0.04942    0.1394   0.01112       0.2       184       416    0.5594    0.5437    0.5168    0.2227   0.05047    0.1237   0.01716
   247/299     1.84G   0.04897    0.1367   0.01121    0.1969       171       416    0.5514    0.5519    0.5165    0.2231   0.05052    0.1237   0.01717
   248/299     1.84G   0.04917    0.1384   0.01112    0.1987       238       416    0.5368    0.5717    0.5166    0.2238   0.05048    0.1239   0.01723
   249/299     1.84G   0.04874    0.1395   0.01107    0.1993       215       416    0.5454    0.5627    0.5161    0.2237   0.05045    0.1239   0.01731
   250/299     1.84G   0.04885    0.1394   0.01074     0.199       149       416    0.5426    0.5645    0.5155    0.2241   0.05041    0.1239   0.01729
   251/299     1.84G   0.04887    0.1369   0.01075    0.1965       127       416    0.5536    0.5509    0.5142    0.2235   0.05044    0.1241    0.0173
   252/299     1.84G   0.04873    0.1388   0.01105    0.1986       140       416    0.5448    0.5593    0.5141    0.2241   0.05039     0.124   0.01727
   253/299     1.84G   0.04898    0.1375   0.01083    0.1974       188       416    0.5389    0.5647     0.514    0.2246   0.05038    0.1241   0.01724
   254/299     1.84G   0.04909    0.1396   0.01097    0.1996       211       416    0.5339    0.5711    0.5131    0.2245   0.05035    0.1241   0.01725
   255/299     1.84G   0.04857    0.1354    0.0108    0.1948       199       416    0.5219     0.588    0.5132    0.2246   0.05039    0.1243   0.01732
   256/299     1.84G   0.04811    0.1374   0.01053     0.196       214       416    0.5347     0.571    0.5137    0.2243   0.05039    0.1245   0.01737
   257/299     1.84G   0.04902    0.1383   0.01091    0.1982       216       416    0.5352    0.5686    0.5137    0.2237    0.0504    0.1244   0.01736
   258/299     1.84G   0.04875    0.1373   0.01073    0.1968       168       416    0.5281    0.5783    0.5142    0.2235   0.05039    0.1244   0.01743
   259/299     1.84G   0.04886    0.1379   0.01082    0.1976       136       416    0.5264    0.5755    0.5128    0.2236   0.05039    0.1245   0.01749
   260/299     1.84G   0.04838     0.137   0.01055    0.1959       219       416    0.5279    0.5783    0.5134    0.2242   0.05036    0.1243   0.01745
   261/299     1.84G   0.04865     0.136   0.01092    0.1955       175       416    0.5203    0.5878     0.513    0.2244   0.05036    0.1244   0.01739
   262/299     1.84G   0.04828    0.1365   0.01055    0.1953       226       416    0.5166    0.5917    0.5128    0.2248   0.05031    0.1243   0.01737
   263/299     1.84G   0.04842    0.1378   0.01052    0.1967       177       416    0.5166    0.5923    0.5138    0.2246    0.0503    0.1243   0.01742
   264/299     1.84G   0.04849    0.1379   0.01078    0.1972       212       416      0.53    0.5763    0.5137    0.2243   0.05029    0.1244   0.01744
   265/299     1.84G    0.0485    0.1376   0.01049    0.1966       244       416    0.5397    0.5646    0.5133    0.2249   0.05031    0.1245   0.01749
   266/299     1.84G   0.04844    0.1381   0.01036    0.1969       185       416    0.5366    0.5705    0.5128    0.2245   0.05029    0.1246   0.01752
   267/299     1.84G    0.0486    0.1376   0.01084     0.197       212       416    0.5372    0.5684    0.5125    0.2246   0.05029    0.1246   0.01753
   268/299     1.84G   0.04836    0.1375   0.01042    0.1962       166       416     0.538    0.5658     0.512    0.2248   0.05027    0.1247   0.01754
   269/299     1.84G    0.0484    0.1381    0.0105     0.197       147       416    0.5365    0.5647    0.5128    0.2256   0.05024    0.1248   0.01756
   270/299     1.84G   0.04827    0.1372   0.01038    0.1959       190       416    0.5374    0.5663    0.5133    0.2247   0.05024     0.125   0.01762
   271/299     1.84G   0.04829    0.1346   0.01026    0.1931       162       416    0.5427    0.5569    0.5124    0.2251   0.05025     0.125   0.01764
   272/299     1.84G   0.04874    0.1383   0.01071    0.1978       183       416    0.5427    0.5569    0.5117    0.2249   0.05025     0.125   0.01763
   273/299     1.84G   0.04859    0.1369   0.01052     0.196       214       416    0.5468    0.5527    0.5112    0.2243   0.05028    0.1251   0.01764
   274/299     1.84G   0.04812    0.1362   0.01018    0.1945       171       416     0.541    0.5557    0.5104    0.2237    0.0503    0.1252   0.01764
   275/299     1.84G   0.04883    0.1389   0.01053    0.1982       266       416    0.5374    0.5605    0.5101    0.2233   0.05027     0.125   0.01757
   276/299     1.84G    0.0482    0.1371   0.01018    0.1955       192       416    0.5409    0.5574    0.5097    0.2234   0.05026    0.1251   0.01757
   277/299     1.84G   0.04822    0.1376   0.01033    0.1962       240       416    0.5381    0.5602    0.5094    0.2233   0.05027    0.1251   0.01753
   278/299     1.84G   0.04805    0.1367    0.0105    0.1952       156       416     0.533    0.5665    0.5104    0.2227   0.05026     0.125   0.01749
   279/299     1.84G   0.04856    0.1381   0.01056    0.1973       285       416    0.5352    0.5633    0.5104    0.2233   0.05026    0.1251   0.01749
   280/299     1.84G   0.04808    0.1365   0.01037    0.1949       238       416    0.5364    0.5622      0.51    0.2233   0.05025     0.125   0.01749
   281/299     1.84G   0.04785    0.1361    0.0106    0.1945       141       416    0.5344    0.5654    0.5101    0.2236   0.05023     0.125    0.0175
   282/299     1.84G   0.04836    0.1367   0.01047    0.1956       136       416    0.5439    0.5555    0.5103     0.223   0.05022    0.1249   0.01753
   283/299     1.84G    0.0482    0.1343   0.01035    0.1928       146       416    0.5413    0.5587    0.5106    0.2233   0.05019    0.1249   0.01757
   284/299     1.84G   0.04842    0.1369   0.01017    0.1955       215       416    0.5518    0.5454    0.5106    0.2239   0.05017    0.1249   0.01759
   285/299     1.84G   0.04816    0.1372   0.01031    0.1957       198       416    0.5242    0.5764    0.5116    0.2238   0.05014    0.1248   0.01759
   286/299     1.84G   0.04806    0.1355   0.01011    0.1936       200       416    0.5214     0.583    0.5121    0.2243   0.05012    0.1248   0.01758
   287/299     1.84G   0.04811    0.1359   0.01032    0.1943       199       416    0.5241      0.58     0.512    0.2239   0.05013    0.1248   0.01759
   288/299     1.84G   0.04825    0.1362   0.01045    0.1949       167       416    0.5259    0.5798    0.5125    0.2246   0.05013    0.1248    0.0176
   289/299     1.84G   0.04799    0.1346   0.01006    0.1927       183       416    0.5249    0.5814     0.513    0.2251   0.05012    0.1249   0.01761
   290/299     1.84G   0.04781    0.1362   0.01005     0.194       297       416    0.5307     0.573    0.5139     0.226   0.05011    0.1249   0.01761
   291/299     1.84G   0.04774    0.1342    0.0102    0.1921       206       416     0.534    0.5701    0.5134    0.2256    0.0501    0.1248   0.01759
   292/299     1.84G   0.04827    0.1365   0.01019    0.1949       273       416    0.5231    0.5817    0.5134    0.2253    0.0501    0.1248   0.01759
   293/299     1.84G   0.04781    0.1341   0.01005     0.192       205       416    0.5345    0.5668    0.5129    0.2253    0.0501    0.1249   0.01762
   294/299     1.84G   0.04782    0.1356   0.01031    0.1937       145       416    0.5333    0.5714    0.5136    0.2256   0.05009    0.1249   0.01761
   295/299     1.84G   0.04741    0.1341  0.009847    0.1913       169       416    0.5333    0.5675     0.512    0.2252   0.05008    0.1249   0.01759
   296/299     1.84G   0.04806    0.1391   0.01006    0.1972       240       416    0.5307    0.5706    0.5118     0.225   0.05008    0.1249    0.0176
   297/299     1.84G   0.04804    0.1346   0.01021    0.1929       295       416    0.5394    0.5619    0.5116    0.2248   0.05007    0.1248   0.01761
   298/299     1.84G   0.04807    0.1372    0.0101    0.1954       197       416    0.5394    0.5622    0.5119    0.2247   0.05006    0.1249   0.01763
   299/299     1.84G   0.04764    0.1343  0.009956    0.1919       138       416    0.5418    0.5605    0.5122    0.2249   0.05005    0.1249   0.01762
